id,raw_text,gender,birth_year,age,zodiac,mbti,height_cm,weight_kg,bmi,hometown,current_location,education,occupation,annual_income,hobbies,personality,has_house,has_car,marital_status,partner_preferences,self_introduction
women_400_343,"编号343

```
微信名：小鱼
居住地：埼玉川口市
身高体重： 163/53
出生年份：1991
性别：女
出身地：吉林省
学历 工作：本科  IT 来日七年
年收 签证：600+   高度人才
星座：摩羯座
mbti：INFJ-A
兴趣爱好：户外活动（滑雪，露营，自驾，钓鱼），温泉，养绿植，养猫养鱼
优点：情绪稳定，理性不作，爱干净讲效率。会做面食。
缺点：体力一般，户外活动强度低可。
理想男友：170+  讲卫生， 情绪稳定，双商在线，有话聊，言之有物。
 尊重女生，抱有认真正常的态度寻找另一半。
```




- （",male,1991,34,摩羯座,INFJ-A,163,53,19.9,吉林省,埼玉川口市,本科,IT,600+,"养猫养鱼, 养绿植, 户外活动（滑雪, 温泉, 自驾, 钓鱼）, 露营",情绪稳定，理性不作，爱干净讲效率。会做面食。体力一般，户外活动强度低可。,,,,170+ 讲卫生，情绪稳定，双商在线，有话聊，言之有物。尊重女生，抱有认真正常的态度寻找另一半。,
women_400_336,"编号336

```
定位 东京-山东
身高 91年 173/60kg
学历 MBA明治大学
工作 メーカー，年收500万＋
车房 日本无车无房 国内有房无贷款
家庭 原生家庭有一个姐姐，自营业。父母均已退休
性格 活泼开朗，自信大方
爱好 游泳，旅行，读书
未来规划 来日本4年未满，目前高度人才签证申请中。
可两人协商以后在日本/回国/其他国家
```


- （",male,1991,34,,,173,60,20.0,山东,东京,MBA明治大学,メーカー,500万＋,"旅行, 游泳, 读书",活泼开朗，自信大方,True,False,,,
women_400_335,"编号335

![WechatIMG2146](https://github.com/user-attachments/assets/9c092fd4-ae41-4849-8100-49d35ce786b9)

```
家乡：山东
工作：东京
生年：91年
行业：HR
身高：160 | 50
学历：早大硕
爱好：羽毛球，瑜伽，看书。
性格：乐观开朗，待人比较真诚，希望共同成长[愉快]

希望另一半：
本科以上学历。
不抽烟，没有酗酒习惯。
对情绪稳定，爱学习的男士有好感。
```


- (",male,1991,34,,,160,50,19.5,山东,东京,早大硕,HR,,"瑜伽, 看书, 羽毛球",乐观开朗，待人比较真诚，希望共同成长,,,,本科以上学历，不抽烟，没有酗酒习惯，对情绪稳定，爱学习的男士有好感,
women_400_326,"编号326

```
本人条件：163偏胖，理系修士毕业，
大手maker一年目，刚开始在宅率少，三年后如果不能全在宅会跳槽。
倾向于丁克（主要是没钱没法想象生小孩的生活）
本人不会滑雪，爬山也比较弱，有驾照，
爱打游戏（主要爱打主机游戏和原神，但现在电子养胃中），
爱看演唱会，爱看剧（英美剧为主），爱做美食
希望对象：90后，有日本本科及以上的学历，
有稳定的工作，有驾照，不秃头，可宅可户外，喜欢长假出门旅游。
兴趣爱好有重合要不然我不知道跟你聊啥好。
本人雷点：喜形于色，不爽了就直说懒得客气。
有问题的时候会先解决问题，再解决对方的情绪。
矛盾会当天解决，不记仇也不想别人记我仇。
家里养两只猫，比较脏乱，猫掉毛，爱叫，会跟我一起睡，介意勿扰。
本人优点：不藏着捏着，会记得各种节日会互相送礼会主动询问你喜欢什么想要什么然后直接买。
广东人，结婚风俗习惯好，没有高额彩礼不用大办婚礼，
也没有一定要生娃的习俗，一切从简（但是不能结婚啥都没有）。
本人期待的生活：达成了恋爱关系可以跟男生一周见一次
（希望男生比较粘人，毕竟我不是找搭子我是找人生伴侣），
相处合适的话（一年左右）开始谈婚论嫁互相见家长，订婚求婚，最后结婚。
结婚的时候两个人搬到一起住。
（因为我家养猫，建议你在谈恋爱期间可以来我家看看能不能适应我的猫）
```


- (",male,,,,,163,,,广东,,理系修士毕业,大手maker,,"做美食, 打游戏（主机游戏和原神）, 看剧（英美剧为主）, 看演唱会",不藏着捏着，喜形于色，不爽了就直说懒得客气，有问题的时候会先解决问题再解决对方的情绪，矛盾会当天解决不记仇,,,,90后，有日本本科及以上的学历，有稳定的工作，有驾照，不秃头，可宅可户外，喜欢长假出门旅游，兴趣爱好有重合,倾向于丁克，不会滑雪，爬山也比较弱，有驾照，家里养两只猫比较脏乱，猫掉毛爱叫会一起睡，广东人结婚风俗习惯好没有高额彩礼不用大办婚礼也没有一定要生娃的习俗一切从简
women_400_325,"编号325

![WechatIMG786](https://github.com/user-attachments/assets/475c6b48-0b0d-45cd-83cf-fdc5d36f472d)

```
fangfang
88年
来自西北甘肃
来日7年
旅游业
收入一般
人文签证
150cm 44kg左右
住多摩地区

家人都在国内，有个弟弟已成家
性格自认为较温柔，直接坦率
喜欢吃辣，喜欢面食，有点偏素食，
不抽烟有时候喝酒，不打游戏，自认为比较节约，
平时有时间会去慢跑，打羽毛球，乒乓球，
都是入门水平，偶尔去徒步，冬天比较喜欢温泉。
以后留日回国都可，喜欢孩子
希望对方：年龄相近，真心,以结婚为目的，
不拐弯抹角，情绪稳定,不暴力，遇事愿意沟通，
不抽烟不沉迷游戏，生活习惯良好，
有担当,打算正经过日子，喜欢户外活动更好
```

- (",male,1988,37,,,150,44,19.6,甘肃,多摩地区,,旅游业,一般,"不抽烟有时候喝酒, 乒乓球, 喜欢吃辣, 喜欢面食, 徒步, 慢跑, 打羽毛球, 有点偏素食, 温泉",温柔，直接坦率，比较节约,,,,"年龄相近，真心,以结婚为目的，不拐弯抹角，情绪稳定,不暴力，遇事愿意沟通，不抽烟不沉迷游戏，生活习惯良好，有担当,打算正经过日子，喜欢户外活动更好",来日7年，人文签证，家人都在国内，有个弟弟已成家，以后留日回国都可，喜欢孩子
women_400_322,"编号322

![WechatIMG701](https://github.com/user-attachments/assets/93884502-d036-42dc-b8ef-846842e50b1e)

```
个人资料
家乡：吉林
工作地：公司在川崎住葛饰
生年：1997
职业：IT营业（基本在宅）
年收: 450+
MBTI：INFP
身高：163
体重：57kg
学历：庆应硕
爱好：吸猫、健身、吃东西
家庭：有双胞胎妹妹，家庭和睦
对对方的要求：
身材和脸都有要求👀
身高170以上
不抽烟
年龄90年～99年
以后会在东京长期发展
社会人的话有稳定工作
学生的话毕业会留在东京
```

- (",male,1997,28,,INFP,163,57,21.5,吉林,公司在川崎住葛饰,庆应硕,IT营业,450+,"健身, 吃东西, 吸猫",,,,,身材和脸都有要求，身高170以上，不抽烟，年龄90年～99年，以后会在东京长期发展，社会人的话有稳定工作，学生的话毕业会留在东京,
women_400_321,"编号321

![WechatIMG2561](https://github.com/user-attachments/assets/b5793968-192c-4b91-ab8e-7d65e13a1e6c)

```
个人简介
坐标：东京文京区
年龄：95年11月
身高：158
体重：48
学历：中医科大学 护理系
职业：医院透析科护士👩🏻‍⚕️
星座：火象
年收：400+
家乡：河南洛阳
19年4月来日至今
ENTJ
兴趣爱好：羽毛球🏸 爬山🧗‍♀️喜欢自然风景
漫步逛街🛍️
拍照📷记录生活点滴幸福时刻 也喜欢给别人拍照
喜欢吃辣狂吃不胖  性格开朗不会吵架不记仇   
择偶标准：
身高不低于170
东京都内工作（不绝对）
喜欢大方、爱干净的男生
```

- (",male,1995,30,火象,ENTJ,158,48,19.2,河南洛阳,东京文京区,中医科大学 护理系,医院透析科护士,400+,"也喜欢给别人拍照, 喜欢吃辣狂吃不胖, 拍照记录生活点滴幸福时刻, 漫步逛街, 爬山喜欢自然风景, 羽毛球",性格开朗不会吵架不记仇,,,,身高不低于170 东京都内工作（不绝对） 喜欢大方、爱干净的男生,
women_400_318,"编号318

![WechatIMG601](https://github.com/user-attachments/assets/43a90996-8065-4e3b-a6d1-bc13214149cf)

```
84年，女，永住，来日30年，有车，有房
⭐︎学历：本科
⭐︎出生地：厦门
⭐︎居住地：东京
⭐︎工作：人事部
⭐︎婚歴：未婚单身
⭐︎爱好：
旅游
探店（小红书账号：荟子游日本）
刷剧
网球
台球
滑雪
古筝
骑马
迪士尼
环球影城

🧍‍♂️希望对方：身体健康，不秃，不胖，不出轨，年收600以上
```

- (",male,1984,41,,,,,,厦门,东京,本科,人事部,,"刷剧, 古筝, 台球, 探店, 旅游, 滑雪, 环球影城, 网球, 迪士尼, 骑马",,True,True,未婚单身,身体健康，不秃，不胖，不出轨，年收600以上,
women_400_315,"编号315

![WechatIMG562](https://github.com/user-attachments/assets/2ca8f3a8-bf1e-41d3-8cc6-b351909306e2)

```
个人信息：88年，射手座，172cm，64kg
籍贯：北京
居住地：东京
学历：本科
爱好：烹饪，听音乐，旅游。喜欢尝试没做过的事情。

希望对方
身体健康，无不良嗜好，三观正。
对生活充满热情，以后可以一起尝试没有做过的事情。
```

- (",male,1988,37,射手座,,172,64,21.6,北京,东京,本科,,,"听音乐, 喜欢尝试没做过的事情, 旅游, 烹饪",,,,,身体健康，无不良嗜好，三观正，对生活充满热情，以后可以一起尝试没有做过的事情,
women_400_314,"编号314

```
个人信息：
99年9月
出生地：吉林
居住地：川崎
星座：处女座
性格：偏内向爱宅家
爱好：游戏🎮电影🎬去咖啡厅☕️探店美食
目前在日搬砖人
身高163/62 努力减肥中
不抽烟 喝酒比较少 无不良嗜好
对方要求：真诚有责任心
```

- (",male,1999,26,处女座,,163,62,23.3,吉林,川崎,,在日搬砖人,,游戏🎮电影🎬去咖啡厅☕️探店美食,偏内向爱宅家,,,,真诚有责任心,不抽烟 喝酒比较少 无不良嗜好
women_400_302,"编号302

![WechatIMG2542](https://github.com/user-attachments/assets/baf7250a-6d39-4531-918a-8c35f5abbc7a)

```
个人资料
家乡：吉林
坐标：东京
生年：1990
职业：事务
星座：外冷内热的白羊♈️
MBTI：ENTJ（感情里ISFJ）
身高：167
体重：52Kg
学历：211本科&🇬🇧硕士
爱好：烹饪、烘培、旅行、装饰家、听🎵、唱歌

硬性条件：
     身高175以上、学历全日制本科及以上；年收600万日元以上；
     不吸烟或可以戒烟、不邋遢、无不良嗜好、没有大男子主义。

加分项：
      有眼缘、思想成熟、情绪稳定；有解决问题和冲突的能力；
      性格开朗、乐观、豁达；体贴、有责任心、
      同理心、对自己未来有规划；有生活情趣。
```


[上一页](https://github.com/141801/info/blob/main/women_300.md)   [下一页](https://github.com/141801/info/blob/main/women_500.md)
[返回导航页](https://github.com/141801/info/blob/main/tinder.md)
",male,1990,35,白羊,ENTJ,167,52,18.6,吉林,东京,211本科&英国硕士,事务,,"听音乐, 唱歌, 旅行, 烘培, 烹饪, 装饰家",外冷内热,,,,身高175以上、学历全日制本科及以上；年收600万日元以上；不吸烟或可以戒烟、不邋遢、无不良嗜好、没有大男子主义。有眼缘、思想成熟、情绪稳定；有解决问题和冲突的能力；性格开朗、乐观、豁达；体贴、有责任心、同理心、对自己未来有规划；有生活情趣。,
women_500_499,"编号499

![WechatIMG2469](https://github.com/user-attachments/assets/67823fb4-e9c6-48d1-ac1e-ecc7520b92c2)

```
家乡：天津
居住地：埼玉县
性别：女
出生：1992年
身高：179.9
mbti：INFJ
星座：水瓶座
学历：日本高中+短大+本科
工作：跨境医疗·医疗翻译
年收：400+
签证：永驻申请中
未来规划：日本定居
家庭：父母都在国内，家庭合睦
性格：善良独立慢热，参考水瓶座
爱好：旅游，撸小动物（不仅限猫咪）
家有猫咪一只，拒绝任何理由的弃养。
希望对方：无不良嗜好，情绪稳定，乐观，做事有计划性
身高比我高即可，年收500+
```

- （",male,1992,33,水瓶座,INFJ,180,,,天津,埼玉县,日本高中+短大+本科,跨境医疗·医疗翻译,400+,"撸小动物（不仅限猫咪）, 旅游",善良独立慢热，参考水瓶座,,,,无不良嗜好，情绪稳定，乐观，做事有计划性，身高比我高即可，年收500+,
women_500_494,"编号494

![WechatIMG2440](https://github.com/user-attachments/assets/09f91e13-3cb3-409a-902e-56058d0eb180)

```
性别：女
出生年份：1988
国内居住地：浙江嘉兴
日本居住工作地：东京
身高：160cm
体重：53kg
学历：本科
职业：护士，医疗翻译

我：
性格比较温和，依赖型，
喜欢旅游，游泳，宅家，睡觉
性格偏E（外向型）

希望你：
情绪稳定，积极向上，
收入600+，不抽烟不喝酒
身高170cm+
长相清秀干净
```


- （",male,1988,37,,,160,53,20.7,浙江嘉兴,东京,本科,护士，医疗翻译,,"宅家, 旅游, 游泳, 睡觉",性格比较温和，依赖型，性格偏E（外向型）,,,,情绪稳定，积极向上，收入600+，不抽烟不喝酒，身高170cm+，长相清秀干净,
women_500_490,"编号490

![WechatIMG2411](https://github.com/user-attachments/assets/1ecf3207-be4a-481e-81f1-0426d9063711)


```
93年 165/60 射手座 INFP  山东威海人
日本普通本科毕业
现居大阪，中小日企在职（有副业）

爱好：拍照，唱歌，旅游，喜欢小动物（爱狗）喜欢仪式感。会开车～
性格：阳光开朗随和，不会因为小事斤斤计较。可I可E，熟人面前比较E。

无不良爱好，不抽烟，不喝酒，不泡吧。
圈子简单干净。

希望对方：
年龄相仿
身高175+   主要看眼缘
不抽烟不喝酒
在大阪有稳定工作，有长期留日打算。
有责任心，上进心，情绪稳定，尊重女性，孝顺，爱干净，为人处事成熟稳重。
```

- （",male,1993,32,射手座,INFP,165,60,22.0,山东威海,大阪,日本普通本科毕业,中小日企在职（有副业）,,"会开车, 唱歌, 喜欢小动物（爱狗）喜欢仪式感, 拍照, 旅游",阳光开朗随和，不会因为小事斤斤计较，可I可E，熟人面前比较E，无不良爱好，不抽烟，不喝酒，不泡吧，圈子简单干净,,,,年龄相仿，身高175+，主要看眼缘，不抽烟不喝酒，在大阪有稳定工作，有长期留日打算，有责任心，上进心，情绪稳定，尊重女性，孝顺，爱干净，为人处事成熟稳重,
women_500_486,"编号486

![WechatIMG2377](https://github.com/user-attachments/assets/e2c358a6-6d26-43b8-a8f0-b48b4079b836)

```
基本资料
 • 性别：女
 • 出生年份：1986年
 • 星座：天蝎座
 • 身高：155cm
 • 学历：硕士
 • 职业：企业管理层
 • 年薪：800万日元以上
 • 来日时间：10年
现居住地 东京
自我评价
我是一个长相甜美、性格温和、情绪稳定的人。
对待感情，我会像一只猫：有时候高冷不爱搭理，但更多时候会撒娇粘人，带给你甜甜的恋爱体验。
如果我们在一起，我会认真对待这段感情，也会对你负责到底。

小缺点
 • 工作忙的时候可能没法及时回复你，但这绝对不是因为不在乎你。
 • 假期更喜欢宅在家，不过如果你喜欢外出，我也愿意陪伴，和你一起享受美好时光。

理想中的你
 • 年龄：比我小5岁至大10岁以内
 • 身高：175cm以上
 • 收入：月薪800万日元以上
 • 习惯：不抽烟，愿意沟通，杜绝冷暴力
 • 性格：积极向上，充满热情，有责任心，考虑近期进入一段稳定的感情

加分项
 • 理解我的工作节奏，愿意一起分享生活中的小美好
 • 擅长沟通，懂得用行动传递关爱
 • 拥有自己的热情和目标，同时愿意为我们的未来努力

如果你符合这些条件，并期待一段认真又甜蜜的恋爱，那我们可能会很合适！期待与你的相遇！
```

- （",male,1986,39,天蝎座,,155,,,,东京,硕士,企业管理层,800万日元以上,,长相甜美、性格温和、情绪稳定,,,,年龄：比我小5岁至大10岁以内，身高：175cm以上，收入：月薪800万日元以上，习惯：不抽烟，愿意沟通，杜绝冷暴力，性格：积极向上，充满热情，有责任心，考虑近期进入一段稳定的感情,我是一个长相甜美、性格温和、情绪稳定的人。对待感情，我会像一只猫：有时候高冷不爱搭理，但更多时候会撒娇粘人，带给你甜甜的恋爱体验。如果我们在一起，我会认真对待这段感情，也会对你负责到底。
women_500_485,"编号485

```
性别：女
出生年份：1992.2月 水瓶座、月白羊、上升双子
籍贯：山东青岛
家庭：父母弟弟、父母均退休，有退休金。
身高体重：161/53-56kg
学历：日本本科
居住地：东京
工作：it、500w左右
兴趣爱好：爬山、滑雪，其他有机会也想尝试。也喜欢在家看电影、临摹字帖、听着音乐打扫卫生…
脾气性格：大部分时间很好说话、几乎没脾气。性子大大咧咧男孩子气，
对工作学习没有啥上进心（也不会要求另一半有上进心（有的话更好）有那心思我不如多鸡自己。
如果对另一半要求好学、好强不服输、那可以pass掉我了，我是咸鱼）对物质没啥太大要求，所以更追求精神上的合拍。

【希望对方】
前提：三观正常。无不良嗜好，不黄赌毒，不酗酒不嫖娼，没有暴力倾向，不沉溺于游戏。
不妈宝，爹宝。正常人❗️
年龄：84-96（86属老虎的不行）
身高：净身高173以上
体重：匀称即可
长相：看眼缘
收入：500w以上
性格：乐观，真诚。会照顾人不自私，对家庭有责任心、有担当，思想成熟，
情绪稳定、能够互相沟通交流的，互相尊重体谅。
※不丁克，最近一两年想结婚的。
兴趣爱好：有共同兴趣爱好最好，也可以一起培养
硬性：干净整洁，吃饭不吧唧嘴❗️
```

- （",male,1992,33,水瓶座,,161,55,21.2,山东青岛,东京,日本本科,it,500w左右,"临摹字帖, 听音乐打扫卫生, 滑雪, 爬山, 看电影",大部分时间很好说话、几乎没脾气、性子大大咧咧男孩子气、对工作学习没有上进心、咸鱼、对物质没啥太大要求、追求精神上的合拍,,,,三观正常、无不良嗜好、不黄赌毒、不酗酒不嫖娼、没有暴力倾向、不沉溺于游戏、不妈宝爹宝、年龄84-96年（86属老虎不行）、净身高173以上、体重匀称、长相看眼缘、收入500w以上、性格乐观真诚会照顾人不自私对家庭有责任心有担当思想成熟情绪稳定能够互相沟通交流互相尊重体谅、不丁克最近一两年想结婚、有共同兴趣爱好最好也可以一起培养、干净整洁吃饭不吧唧嘴,
women_500_480,"编号480
  
![WechatIMG2324](https://github.com/user-attachments/assets/7f189ccf-8a50-4bc4-845f-99d8604b468f)

```
家乡：广东
居住地：东京
性别：女
出生：1995年
身高：162
mbti：isfj
学历：国内top艺术院校本+日本top艺术院校修士
工作：大手建筑设计组织公司
年收：700+
签证：永驻申请中
未来规划：无论是回国还是在日长期发展都可以
家庭：父母都在国内，双教师家庭，家庭和睦
性格：温柔独立，务实派

期待的关系：人生不是一帆风顺，有欢乐也会有许多需要勇敢面对的事情。
希望互相是成为靠谱的战友，并肩作战。
希望对方：同样以发展长期稳定的关系为目标的务实派。
身高比我高即可，年收400+，学历国内本科为一本及以上最佳
```

- （",male,1995,30,,ISFJ,162,,,广东,东京,国内top艺术院校本+日本top艺术院校修士,大手建筑设计组织公司,700+,,温柔独立，务实派,,,,同样以发展长期稳定的关系为目标的务实派。身高比我高即可，年收400+，学历国内本科为一本及以上最佳,人生不是一帆风顺，有欢乐也会有许多需要勇敢面对的事情。希望互相是成为靠谱的战友，并肩作战。
women_500_478,"编号478

```
关于自己】
性别    ：女
出生年：1993（属鸡，巨蟹）
出生地：辽宁
现住 ：东京（目前没买房买车）
身高体重：大约170cm/56kg
长相：5分？/10分，短发
在日 ：12，3年（有永驻），将来准备一直留在日本或者二润也可。暂无回国打算。
职业    ：IT
收入：1k左右
MBTI：I人（type经常变）
爱好     ：看小说，追剧，玩农药，逛街，吃美食，旅行（喜欢大海，森林等自然风光），逛艺术馆，听音乐，钢琴曲（最近想学钢琴）
感情状态： 未婚单身。喜欢孩子所以成家后想要小孩。
性格：随和，真诚，外冷内热，和熟悉的人比较健谈爱开玩笑，生人刚开始可能害羞，看着严肃。
家庭情况：父亲不在了，母亲国企刚退休退休金可以自给自足，在国内。
烟酒：不抽烟，酒偶尔小酌

【希望对方】
年龄：88年以后（88年也可）
身高：比我高就行（》170）
体重：匀称即可
长相：看眼缘
收入：高于800w
家庭：原生家庭幸福
性格：内心成熟，乐观，温暖善良，会照顾人不自私，
有幽默感，有责任心（对事业，对家庭），真诚不欺骗对方
兴趣爱好：可一起培养共同爱好，没什么要求
烟酒：不抽烟，不酗酒（小酌可）
重点：想寻找有意已结婚为目标认真谈恋爱的人。
其次，因为两人目标步调一致才能长久和谐的走下去所以对未来事业，
家庭经营有构想最好。这个到时候再细聊。
```

- （",male,1993,32,巨蟹,I,170,56,19.4,辽宁,东京,,IT,1k左右,"吃美食, 听音乐, 旅行, 玩农药, 看小说, 追剧, 逛艺术馆, 逛街, 钢琴曲",随和，真诚，外冷内热，和熟悉的人比较健谈爱开玩笑，生人刚开始可能害羞，看着严肃,False,False,未婚单身,年龄：88年以后，身高：比我高就行（》170），体重：匀称即可，长相：看眼缘，收入：高于800w，家庭：原生家庭幸福，性格：内心成熟，乐观，温暖善良，会照顾人不自私，有幽默感，有责任心，真诚不欺骗对方，兴趣爱好：可一起培养共同爱好，没什么要求，烟酒：不抽烟，不酗酒（小酌可），重点：想寻找有意已结婚为目标认真谈恋爱的人,
women_500_476,"编号476

```
【基本信息】
·95年，辽宁大连人，在东京工作
·身高163 体重60kg
·本科毕业
·就职于外资IT咨询公司，年收700+
·性格大大咧咧，容易急眼，共情力强
【兴趣爱好】
·喜欢户外，觉得会让自己变开心
·喜欢逛街
【期待的另一半】
·91年-97年，近1到2年内有结婚打算，想早点安稳下来
·年收700+，身高175+，不要太胖（因为我自己胖）
·积极沟通，有耐心性格好
```
  
- （",male,1995,30,,,163,60,22.6,辽宁大连,东京,本科,外资IT咨询公司,700+,"户外, 逛街",大大咧咧，容易急眼，共情力强,,,,91年-97年，近1到2年内有结婚打算，想早点安稳下来，年收700+，身高175+，不要太胖，积极沟通，有耐心性格好,
women_500_475,"编号475

![WechatIMG2295](https://github.com/user-attachments/assets/3fdb294d-87e8-4259-a054-7071569a7c69)

```
个人信息
性别：女
出生年月：1992年10月（天秤座）
出生地：东北-吉林省（汉族）
身高：158cm
学历：日本私立大学
在日：13年（国内高中毕业后来日）
职业：保险营业/不动产营业（经济独立）
婚史：未婚未育
mbti：ENTJ

自我介绍：性格开朗，情绪稳定，识大体懂进退，撒娇卖萌全都会。

希望对方：
（1）人品好，有担当，三观正，情绪稳定，有一定经济基础，工作努力上进。
（2）父母通情达理，不要过多干涉，妈宝男不可，扣扣搜搜不可。
（3）1984-1991（年龄不是必须，有成熟的思想）
```

- （",male,1992,33,天秤座,ENTJ,158,,,吉林省,,日本私立大学,保险营业/不动产营业,,,性格开朗，情绪稳定，识大体懂进退，撒娇卖萌全都会,,,未婚未育,人品好，有担当，三观正，情绪稳定，有一定经济基础，工作努力上进；父母通情达理，不要过多干涉，妈宝男不可，扣扣搜搜不可；1984-1991（年龄不是必须，有成熟的思想）,性格开朗，情绪稳定，识大体懂进退，撒娇卖萌全都会
women_500_467,"编号467

```
个人简介
性别：女
出生年：1991
星座：天秤座
身高：157
体重：47
出生：湖南岳阳
现居：琦玉大宫
职业：美容相关
学历：大专
年收：300左右
兴趣：旅游，音乐，美容，拍照，做饭，刷剧，学习。
备注：ENFP，性格比较女汉子，搞笑女之类的，不是文静端庄的类型。
基本没有不良嗜好，性格比较温和。
要求：人品好，情绪稳定，有清洁感。
条件非硬性，仅供参考。还是要实际视频或见面看眼缘和气场是否相合。
```

- （",male,1991,34,天秤座,ENFP,157,47,19.1,湖南岳阳,琦玉大宫,大专,美容相关,300左右,"做饭, 刷剧, 学习, 拍照, 旅游, 美容, 音乐",性格比较女汉子，搞笑女之类的，不是文静端庄的类型，基本没有不良嗜好，性格比较温和,,,,人品好，情绪稳定，有清洁感。条件非硬性，仅供参考。还是要实际视频或见面看眼缘和气场是否相合,
women_500_462,"编号462

```
个人情况
身高160体重55kg25岁白羊女
滋贺本科学历，圈子超干净
目前是艺术类自由职，有留日打算的北京女孩
月收在30万-100万日元区间（因为是自由职业相对不太稳定，但是月收30以上是没问题的）
平均年薪700万日元以上
对对象外貌没有太大要求，对胖胖的男孩子有好感
对毛茸茸特别没有抵抗力喜欢可爱的小东西！
很能提供情绪价值，ENFJ超级小E人
喜欢画画，逛街，料理和照顾小动物
家里有两只毛孩子

对另一半的要求：
在关西地区
希望另一半也很喜欢小动物，同时不介意我喜欢收集娃娃的爱好
是艺术类相关的超加分，因为我本人二次元浓度超级高，也希望另一半懂任天堂游戏和部分美漫
喜欢漫威，奥特曼等也加分。
希望年龄比我大一点，身高比我高
希望对方已经工作并已有永驻，收入多少无所谓
希望另一半会开车！！！会打扫屋子分担家务负担
未来可以一起在日本关西买房的
```

- （",male,1999,26,白羊,ENFJ,160,55,21.5,北京,滋贺,本科,艺术类自由职业,平均年薪700万日元以上,"任天堂游戏, 奥特曼, 收集娃娃, 料理, 漫威, 照顾小动物, 画画, 美漫, 逛街",很能提供情绪价值，圈子超干净,,,,在关西地区，希望另一半也很喜欢小动物，同时不介意我喜欢收集娃娃的爱好，是艺术类相关的超加分，也希望另一半懂任天堂游戏和部分美漫，喜欢漫威，奥特曼等也加分，希望年龄比我大一点，身高比我高，希望对方已经工作并已有永驻，收入多少无所谓，希望另一半会开车，会打扫屋子分担家务负担，未来可以一起在日本关西买房的,25岁白羊女，滋贺本科学历，圈子超干净，目前是艺术类自由职，有留日打算的北京女孩，很能提供情绪价值，ENFJ超级小E人，家里有两只毛孩子
women_500_459,"编号459
  
```
【关于我】
•基本信息：女 90后 浙江杭州人
•外貌：身高164，正常体重，正常外貌
•工作：外资金融，收入xhs平均以上
•学历：QS top10硕，理工
•所在地：东京市区
•婚史：未婚
•性格：正常人，无不良嗜好

【希望你】
•情绪稳定，有担当，无不良嗜好，圈子干净
• 88年以后，未婚，大学学历以上
•身高170+ 正常外貌
•年收900+
•认真对待婚姻，共同扶持共同成长
```

- （",male,1990,35,,,164,,,浙江杭州,东京市区,QS top10硕,外资金融,xhs平均以上,,正常人，无不良嗜好,,,未婚,情绪稳定，有担当，无不良嗜好，圈子干净，88年以后，未婚，大学学历以上，身高170+，正常外貌，年收900+，认真对待婚姻，共同扶持共同成长,
women_500_458,"编号458

```
个人简介
性别：女
出生年：1992
星座：白羊
身高：165cm
体重：52kg
出生：江苏苏州
现居：日本东京
职业：在宅牛马偶尔营业
学历：国内普本庆应修士
年收：500
兴趣：看电视、旅游、散步、看电影、去迪士尼
备注：intp、即兴发挥选手、喜欢猫猫狗狗山山水水、
可适量体验一些不危害生命的新鲜事（常年怂、偶尔大胆）、
不抽烟不酗酒、偶尔运动、玩一点单机游戏、对神秘学感兴趣
要求：比我高、生活自理、请尽量情绪稳定、互相尊重、真诚有趣、
拒绝拉扯、有话直说但要好好说、
有一定规划、一起做大做强、建议想清楚再聊
（时间宝贵谢谢辽( ´▽｀)祝好！
```

- （",male,1992,33,白羊,INTP,165,52,19.1,江苏苏州,日本东京,国内普本庆应修士,在宅牛马偶尔营业,500,"体验新鲜事, 偶尔运动, 即兴发挥, 去迪士尼, 喜欢猫猫狗狗山山水水, 对神秘学感兴趣, 散步, 旅游, 玩单机游戏, 看电影, 看电视",即兴发挥选手、常年怂、偶尔大胆、不抽烟不酗酒,,,,比我高、生活自理、情绪稳定、互相尊重、真诚有趣、拒绝拉扯、有话直说但要好好说、有一定规划、一起做大做强,可适量体验一些不危害生命的新鲜事（常年怂、偶尔大胆）、不抽烟不酗酒、偶尔运动、玩一点单机游戏、对神秘学感兴趣
women_500_453,"编号453
  
```
性别：女
出生年份：1989/11
籍贯：福州
身高体重：160cm/52kg
学历：大學
居住地：東京
工作：諮詢公司
兴趣爱好（方便找共同点)：閒暇時候去自然和運動，也會癱在家裡。
可靜可動，愛好廣泛，當然半途而廢的也不少，看書，滑雪，跳舞是堅持下來的。
择偶标准：170cm以上，願意運動，有自己的愛好。
遇事可以一起商量解決，互相尊重。
我的優點：脾氣好，可以提供情緒價值的愛笑甜妹
```

- （",male,1989,36,,,160,52,20.3,福州,東京,大學,諮詢公司,,"也會癱在家裡。可靜可動, 愛好廣泛, 滑雪, 當然半途而廢的也不少, 看書, 跳舞是堅持下來的。, 閒暇時候去自然和運動",脾氣好，可以提供情緒價值的愛笑甜妹,,,,170cm以上，願意運動，有自己的愛好。遇事可以一起商量解決，互相尊重。,
